occurrence_no,lng,lat,mid_ma,pygp_pts,plt_id,maxage,pygp_feature,lng_5,lat_5,lng_15,lat_15,lng_25,lat_25,lng_35,lat_35,lng_45,lat_45,lng_55,lat_55,lng_65,lat_65,lng_75,lat_75,lng_85,lat_85,lng_95,lat_95,lng_105,lat_105,lng_115,lat_115,lng_125,lat_125,lng_135,lat_135,lng_145,lat_145,lng_155,lat_155,lng_165,lat_165,lng_175,lat_175,lng_185,lat_185,lng_195,lat_195,lng_205,lat_205,lng_215,lat_215,lng_225,lat_225,lng_235,lat_235
212716,36.233898,4.2875,1.6845,"(0.804353, 0.589429, 0.0747612)",712,600.0,<pygplates.pygplates.Feature object at 0x0000029072427430>,36.15457327348762,3.1106879192670123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212719,36.233898,4.2875,1.6845,"(0.804353, 0.589429, 0.0747612)",712,600.0,<pygplates.pygplates.Feature object at 0x00000290724274A0>,36.15457327348762,3.1106879192670123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212721,36.233898,4.2875,1.6845,"(0.804353, 0.589429, 0.0747612)",712,600.0,<pygplates.pygplates.Feature object at 0x0000029072427510>,36.15457327348762,3.1106879192670123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212744,36.4417,3.7667,2.67235,"(0.802724, 0.592721, 0.065694)",712,600.0,<pygplates.pygplates.Feature object at 0x0000029072427580>,36.373276265915685,2.5944623613347657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212747,36.4417,3.7667,2.67235,"(0.802724, 0.592721, 0.065694)",712,600.0,<pygplates.pygplates.Feature object at 0x00000290724275F0>,36.373276265915685,2.5944623613347657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212749,36.4417,3.7667,2.67235,"(0.802724, 0.592721, 0.065694)",712,600.0,<pygplates.pygplates.Feature object at 0x0000029072427660>,36.373276265915685,2.5944623613347657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212775,36.2836,4.2417,1.6845,"(0.80389, 0.590162, 0.073964)",712,600.0,<pygplates.pygplates.Feature object at 0x00000290724276D0>,36.20518280223529,3.065962327208675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212778,36.2836,4.2417,1.6845,"(0.80389, 0.590162, 0.073964)",712,600.0,<pygplates.pygplates.Feature object at 0x0000029072427740>,36.20518280223529,3.065962327208675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212780,36.2836,4.2417,1.6845,"(0.80389, 0.590162, 0.073964)",712,600.0,<pygplates.pygplates.Feature object at 0x00000290724277B0>,36.20518280223529,3.065962327208675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212806,36.325298,3.7836,2.197,"(0.803911, 0.591078, 0.0659883)",712,600.0,<pygplates.pygplates.Feature object at 0x0000029072427820>,36.25667015543636,2.6088612745339876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212809,36.325298,3.7836,2.197,"(0.803911, 0.591078, 0.0659883)",712,600.0,<pygplates.pygplates.Feature object at 0x0000029072427890>,36.25667015543636,2.6088612745339876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212811,36.325298,3.7836,2.197,"(0.803911, 0.591078, 0.0659883)",712,600.0,<pygplates.pygplates.Feature object at 0x0000029072427900>,36.25667015543636,2.6088612745339876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213023,144.867004,-15.4833,0.00585,"(-0.788138, 0.554591, -0.266957)",801,4540.0,<pygplates.pygplates.Feature object at 0x0000029072427970>,144.57012710023258,-17.150147786385695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213024,144.867004,-15.4833,0.00585,"(-0.788138, 0.554591, -0.266957)",801,4540.0,<pygplates.pygplates.Feature object at 0x00000290724279E0>,144.57012710023258,-17.150147786385695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213535,36.412498,-1.5764,1.29985,"(0.80446, 0.59337, -0.0275099)",709,600.0,<pygplates.pygplates.Feature object at 0x0000029072427A50>,36.24009702626653,-2.7791204971308088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
